"worker_id","country","submission_rate","num_tasks","num_estimates","age","gender","homecooked_meals","use_recipe_website","cooking_experience","dietary_preferences","recipe_id","batch_no","familiarity","reason","reason_image","reason_title","reason_ingredients","reason_description","reason_ratings","cal","ridge_cal","estimate_cal","estimate_cal_discrete","fat","ridge_fat","estimate_fat","estimate_fat_discrete","satfat","ridge_satfat","estimate_satfat","estimate_satfat_discrete","sugar","ridge_sugar","estimate_sugar","estimate_sugar_discrete","salt","ridge_salt","estimate_salt","estimate_salt_discrete","fsa","ridge_fsa","estimate_fsa_score"
"355c35937eaa2c5941bd3d1cf6c467b1","EGY",660,1,10,"18-24","male","weekly","rarely",4,"Omnivore","78992321655229a0540cdb31f68b26fd",6,4,"title,image,ingredients,description",1,1,1,1,0,103.789394,130.7592697,180,"medium",3.66911725,6.035841978,20,"high",1.033839667,1.585682542,8,"high",0.831126007,1.609585406,4,"low",0.024325639,0.237116326,3,"high",5,7.62620813048001,10
"7c18b1f1d43b72a57396309911258b90","BEL",660,1,10,"45-54","male","daily","monthly",3,"Omnivore","78992321655229a0540cdb31f68b26fd",6,2,"ingredients",0,0,1,0,0,103.789394,130.7592697,230,"high",3.66911725,6.035841978,2,"low",1.033839667,1.585682542,0.5,"low",0.831126007,1.609585406,20,"medium",0.024325639,0.237116326,1,"medium",5,7.62620813048001,6
"a5619926f6abc03d9e663154abeb9b2e","VEN",660,1,10,"25-34","male","daily","weekly",4,"Carnivore","78992321655229a0540cdb31f68b26fd",6,2,"ingredients",0,0,1,0,0,103.789394,130.7592697,300,"high",3.66911725,6.035841978,3.2,"medium",1.033839667,1.585682542,1,"low",0.831126007,1.609585406,5,"low",0.024325639,0.237116326,0.4,"medium",5,7.62620813048001,6
"df463f7da99227c2255f93c5e8be9522","UKR",0,6,60,"35-44","male","weekly","weekly",5,"Omnivore","78992321655229a0540cdb31f68b26fd",6,4,"title,ingredients,description",0,1,1,1,0,103.789394,130.7592697,50,"low",3.66911725,6.035841978,1,"low",1.033839667,1.585682542,0,"low",0.831126007,1.609585406,5,"low",0.024325639,0.237116326,1,"medium",5,7.62620813048001,5
"6f2bdeea5ed8aa0c9da29e2fb6612cf3","POL",0,3,30,"25-34","male","weekly","weekly",4,"vegetarian","78992321655229a0540cdb31f68b26fd",6,5,"image,ingredients,description",1,0,1,1,0,103.789394,130.7592697,120,"medium",3.66911725,6.035841978,4,"medium",1.033839667,1.585682542,3,"medium",0.831126007,1.609585406,7,"medium",0.024325639,0.237116326,1,"medium",5,7.62620813048001,8
"e1b7451646f1af24350e6b4d345e06b2","MEX",360,3,39,"25-34","male","weekly","weekly",5,"Omnivore","78992321655229a0540cdb31f68b26fd",6,2,"image,ingredients,description",1,0,1,1,0,103.789394,130.7592697,50,"low",3.66911725,6.035841978,1.5,"low",1.033839667,1.585682542,0.2,"low",0.831126007,1.609585406,3,"low",0.024325639,0.237116326,1.6,"high",5,7.62620813048001,6
"fde8a3d05ddda41433610766d40265bc","TUR",660,1,17,"35-44","male","monthly","rarely",2,"Carnivore","78992321655229a0540cdb31f68b26fd",6,5,"image",1,0,0,0,0,103.789394,130.7592697,450,"high",3.66911725,6.035841978,18.1,"high",1.033839667,1.585682542,5.2,"medium",0.831126007,1.609585406,25.5,"high",0.024325639,0.237116326,0.6,"medium",5,7.62620813048001,10
"94916e34b22d5432d7e699ebd7bb231b","UKR",660,1,10,"35-44","male","daily","weekly",4,"Omnivore","78992321655229a0540cdb31f68b26fd",6,2,"ingredients",0,0,1,0,0,103.789394,130.7592697,250,"high",3.66911725,6.035841978,7,"medium",1.033839667,1.585682542,5,"medium",0.831126007,1.609585406,5,"low",0.024325639,0.237116326,1.4,"medium",5,7.62620813048001,7
"77cb9c4bffa7854e7efb90a661d50b57","MEX",660,3,30,"25-34","female","daily","monthly",3,"Carnivore","78992321655229a0540cdb31f68b26fd",6,2,"image",1,0,0,0,0,103.789394,130.7592697,79,"low",3.66911725,6.035841978,2.6,"low",1.033839667,1.585682542,1.4,"low",0.831126007,1.609585406,3.6,"low",0.024325639,0.237116326,0.2,"low",5,7.62620813048001,4
"0449fce75103fc7f8591f303c8cec202","VEN",330,2,29,"25-34","male","daily","weekly",3,"Omnivore","78992321655229a0540cdb31f68b26fd",6,2,"description,ratings",0,0,0,1,1,103.789394,130.7592697,250,"high",3.66911725,6.035841978,18,"high",1.033839667,1.585682542,5,"medium",0.831126007,1.609585406,10,"medium",0.024325639,0.237116326,1,"medium",5,7.62620813048001,9
"2da8bf767f428159ffb65f041a8047ac","VEN",0,3,30,"25-34","male","weekly","monthly",4,"Omnivore","4534fef95303ffefc0cb42b924be185b",2,4,"ingredients",0,0,1,0,0,145.8747255,181.5972512,155,"medium",8.26100596,11.08918944,6,"medium",3.084806023,3.873395668,3,"medium",3.712224197,2.505584826,6,"medium",0.277109694,0.342275165,1,"medium",7,8.37085226859507,8
"cd81320e077966632d574ec467f17db6","ESP",660,1,10,"35-44","female","daily","monthly",4,"Omnivore","4534fef95303ffefc0cb42b924be185b",2,4,"image,ingredients",1,0,1,0,0,145.8747255,181.5972512,100,"medium",8.26100596,11.08918944,3,"low",3.084806023,3.873395668,1,"medium",3.712224197,2.505584826,4,"low",0.277109694,0.342275165,1,"medium",7,8.37085226859507,6
"12709a0d353fb61a1453db3b72bbcc98","IND",660,1,10,"35-44","male","weekly","rarely",3,"Pescatarian","4534fef95303ffefc0cb42b924be185b",2,3,"image,ingredients",1,0,1,0,0,145.8747255,181.5972512,75,"low",8.26100596,11.08918944,2,"low",3.084806023,3.873395668,1,"low",3.712224197,2.505584826,4.6,"low",0.277109694,0.342275165,0.5,"medium",7,8.37085226859507,5
"46e12ab059d0f05690703efbd7983484","RUS",0,3,30,"25-34","female","daily","monthly",4,"Pescatarian","4534fef95303ffefc0cb42b924be185b",2,4,"title,ingredients",0,1,1,0,0,145.8747255,181.5972512,90,"low",8.26100596,11.08918944,2.8,"low",3.084806023,3.873395668,1.4,"low",3.712224197,2.505584826,4.5,"low",0.277109694,0.342275165,0.7,"medium",7,8.37085226859507,5
"4fa0c7aa9a07d4ecae59fc4efd5479db","BIH",0,1,10,"18-24","female","weekly","monthly",4,"Omnivore","4534fef95303ffefc0cb42b924be185b",2,5,"image,ingredients",1,0,1,0,0,145.8747255,181.5972512,50,"medium",8.26100596,11.08918944,5,"high",3.084806023,3.873395668,1.7,"medium",3.712224197,2.505584826,1,"low",0.277109694,0.342275165,0.4,"medium",7,8.37085226859507,8
"79d2fee5be146a32512df83b4f3e049c","PHL",660,1,10,"18-24","female","daily","weekly",4,"Omnivore","4534fef95303ffefc0cb42b924be185b",2,5,"title",0,1,0,0,0,145.8747255,181.5972512,150,"medium",8.26100596,11.08918944,16,"medium",3.084806023,3.873395668,1.4,"low",3.712224197,2.505584826,25,"high",0.277109694,0.342275165,1,"medium",7,8.37085226859507,8
"b0e2616466c2f3888098383dc5ab0aa8","DEU",660,1,10,"35-44","male","daily","weekly",4,"Omnivore","4534fef95303ffefc0cb42b924be185b",2,4,"image,ingredients,description,ratings",1,0,1,1,1,145.8747255,181.5972512,100,"low",8.26100596,11.08918944,4,"medium",3.084806023,3.873395668,3,"medium",3.712224197,2.505584826,2,"low",0.277109694,0.342275165,2,"high",7,8.37085226859507,8
"53d32bea7ea4d902445c8096f437cc7a","VEN",660,1,10,"35-44","male","weekly","weekly",4,"Omnivore","4534fef95303ffefc0cb42b924be185b",2,5,"image",1,0,0,0,0,145.8747255,181.5972512,250,"high",8.26100596,11.08918944,18,"high",3.084806023,3.873395668,6,"high",3.712224197,2.505584826,0,"low",0.277109694,0.342275165,1,"medium",7,8.37085226859507,9
"73c9af7ae64618d50ca219d96662295e","EGY",660,1,10,"18-24","no","monthly","rarely",3,"Carnivore","4534fef95303ffefc0cb42b924be185b",2,2,"description",0,0,0,1,0,145.8747255,181.5972512,400,"high",8.26100596,11.08918944,1,"low",3.084806023,3.873395668,0,"low",3.712224197,2.505584826,0,"low",0.277109694,0.342275165,0.9,"low",7,8.37085226859507,4
"5f839dc31c4018935d7758d2ff00cc7e","ITA",660,2,20,"35-44","female","daily","weekly",5,"Omnivore","4534fef95303ffefc0cb42b924be185b",2,4,"ingredients,description",0,0,1,1,0,145.8747255,181.5972512,250,"high",8.26100596,11.08918944,3.5,"medium",3.084806023,3.873395668,4,"medium",3.712224197,2.505584826,5.1,"medium",0.277109694,0.342275165,1.5,"medium",7,8.37085226859507,8
"df463f7da99227c2255f93c5e8be9522","UKR",0,6,60,"35-44","male","weekly","weekly",5,"Omnivore","4534fef95303ffefc0cb42b924be185b",2,4,"title,ingredients",0,1,1,0,0,145.8747255,181.5972512,160,"medium",8.26100596,11.08918944,4,"medium",3.084806023,3.873395668,1,"low",3.712224197,2.505584826,7,"medium",0.277109694,0.342275165,1,"medium",7,8.37085226859507,7
"5a50ecad2919fdfc00e9313078d7f79f","VEN",0,1,10,"25-34","male","weekly","monthly",3,"Omnivore","4534fef95303ffefc0cb42b924be185b",2,3,"image",1,0,0,0,0,145.8747255,181.5972512,500,"high",8.26100596,11.08918944,15,"medium",3.084806023,3.873395668,3.8,"medium",3.712224197,2.505584826,3.2,"low",0.277109694,0.342275165,0.6,"medium",7,8.37085226859507,7
"c52befb5986c96e7b24070d54ecc8415","PHL",660,1,10,"18-24","male","daily","monthly",3,"Omnivore","4534fef95303ffefc0cb42b924be185b",2,4,"image,ingredients",1,0,1,0,0,145.8747255,181.5972512,140,"medium",8.26100596,11.08918944,15,"medium",3.084806023,3.873395668,5,"medium",3.712224197,2.505584826,12,"medium",0.277109694,0.342275165,1,"medium",7,8.37085226859507,8
"2d84fad682c6d7099f1031a5f1c6e83f","RUS",0,2,20,"gt55","male","daily","weekly",5,"Omnivore","4534fef95303ffefc0cb42b924be185b",2,5,"image,ingredients",1,0,1,0,0,145.8747255,181.5972512,250,"high",8.26100596,11.08918944,20,"high",3.084806023,3.873395668,5,"medium",3.712224197,2.505584826,2,"low",0.277109694,0.342275165,2,"high",7,8.37085226859507,9
"c1f47ce666555a17a4dc22263a0620d0","POL",330,1,10,"25-34","female","weekly","weekly",3,"Omnivore","4534fef95303ffefc0cb42b924be185b",2,4,"title,description",0,1,0,1,0,145.8747255,181.5972512,220,"high",8.26100596,11.08918944,19,"high",3.084806023,3.873395668,5,"medium",3.712224197,2.505584826,23,"high",0.277109694,0.342275165,1.6,"high",7,8.37085226859507,11
"7dfaa7d13fe725b2aa922c94f6ed9885","RUS",360,1,17,"18-24","female","weekly","monthly",3,"Omnivore","4534fef95303ffefc0cb42b924be185b",2,4,"image,ingredients",1,0,1,0,0,145.8747255,181.5972512,50,"medium",8.26100596,11.08918944,3,"medium",3.084806023,3.873395668,1,"medium",3.712224197,2.505584826,3,"low",0.277109694,0.342275165,0.1,"low",7,8.37085226859507,6
"686642adbf4b68a0e6cb49edf64acd68","RUS",660,1,10,"45-54","male","daily","weekly",5,"Carnivore","4534fef95303ffefc0cb42b924be185b",2,4,"image,ingredients",1,0,1,0,0,145.8747255,181.5972512,250,"high",8.26100596,11.08918944,5,"medium",3.084806023,3.873395668,4.5,"medium",3.712224197,2.505584826,4,"low",0.277109694,0.342275165,1,"medium",7,8.37085226859507,7
"9ee3c3fc08c0547a8a12f41a67f7b68f","IND",0,1,10,"25-34","female","monthly","monthly",4,"Carnivore","4534fef95303ffefc0cb42b924be185b",2,1,"title",0,1,0,0,0,145.8747255,181.5972512,250,"high",8.26100596,11.08918944,16,"medium",3.084806023,3.873395668,5,"medium",3.712224197,2.505584826,5.6,"medium",0.277109694,0.342275165,3,"medium",7,8.37085226859507,8
"853bcb9117711ec72bf32b07fc83057d","SRB",360,1,10,"45-54","female","daily","monthly",3,"Omnivore","4534fef95303ffefc0cb42b924be185b",2,3,"image",1,0,0,0,0,145.8747255,181.5972512,50,"medium",8.26100596,11.08918944,2,"medium",3.084806023,3.873395668,0.8,"medium",3.712224197,2.505584826,5,"high",0.277109694,0.342275165,0.2,"medium",7,8.37085226859507,9
"7d965daddb09db987c72148882558ca8","VEN",660,1,15,"18-24","male","monthly","monthly",5,"Omnivore","4534fef95303ffefc0cb42b924be185b",2,5,"image",1,0,0,0,0,145.8747255,181.5972512,150,"medium",8.26100596,11.08918944,15,"medium",3.084806023,3.873395668,2,"medium",3.712224197,2.505584826,1,"low",0.277109694,0.342275165,1.4,"medium",7,8.37085226859507,7
"6f2bdeea5ed8aa0c9da29e2fb6612cf3","POL",0,3,30,"25-34","male","weekly","weekly",4,"vegetarian","f50cad2ec56303163e99eee96297e51f",4,4,"image",1,0,0,0,0,118.5546216,120.0733837,180,"medium",6.421708668,6.560075483,10,"medium",2.963865539,3.287779106,5,"medium",0.345784313,0.223385578,10,"medium",0.098795518,0.091304909,1,"medium",6,7.01253001386744,8
"71e5999bfee08fb7bab92952be21b023","ESP",660,1,10,"25-34","male","weekly","weekly",4,"Carnivore","f50cad2ec56303163e99eee96297e51f",4,3,"title,image",1,1,0,0,0,118.5546216,120.0733837,180,"medium",6.421708668,6.560075483,10,"medium",2.963865539,3.287779106,5,"medium",0.345784313,0.223385578,2,"low",0.098795518,0.091304909,1,"medium",6,7.01253001386744,7
"048b6e36bdd89c0d6d3868f65cd4fc60","VEN",660,1,10,"18-24","male","monthly","monthly",3,"Omnivore","f50cad2ec56303163e99eee96297e51f",4,3,"image",1,0,0,0,0,118.5546216,120.0733837,100,"low",6.421708668,6.560075483,0,"low",2.963865539,3.287779106,0,"low",0.345784313,0.223385578,0,"low",0.098795518,0.091304909,0.6,"medium",6,7.01253001386744,5
"3655d86a3a0de67956dbdefdc46bef4c","POL",0,1,10,"25-34","female","daily","daily",5,"Omnivore","f50cad2ec56303163e99eee96297e51f",4,4,"image,ingredients",1,0,1,0,0,118.5546216,120.0733837,150,"medium",6.421708668,6.560075483,3,"low",2.963865539,3.287779106,1,"low",0.345784313,0.223385578,2,"low",0.098795518,0.091304909,0.2,"low",6,7.01253001386744,4
"8d5e124f5c18bb310a6839c2d6af2bfc","SRB",0,3,30,"45-54","male","rarely","rarely",3,"Carnivore","f50cad2ec56303163e99eee96297e51f",4,2,"title,image,ingredients,description",1,1,1,1,0,118.5546216,120.0733837,60,"low",6.421708668,6.560075483,3,"low",2.963865539,3.287779106,1,"low",0.345784313,0.223385578,3,"low",0.098795518,0.091304909,0.3,"low",6,7.01253001386744,4
"34d8f87de682a1f2dd7e0d8e74bbf0ae","VEN",0,1,16,"18-24","male","daily","monthly",4,"Omnivore","f50cad2ec56303163e99eee96297e51f",4,4,"title,description",0,1,0,1,0,118.5546216,120.0733837,120,"medium",6.421708668,6.560075483,10,"medium",2.963865539,3.287779106,1,"low",0.345784313,0.223385578,6,"medium",0.098795518,0.091304909,1,"medium",6,7.01253001386744,7
"9e14de727b536431926bc52821af2612","VEN",0,2,20,"25-34","male","monthly","rarely",4,"Carnivore","f50cad2ec56303163e99eee96297e51f",4,1,"ingredients",0,0,1,0,0,118.5546216,120.0733837,100,"low",6.421708668,6.560075483,2.8,"low",2.963865539,3.287779106,0,"low",0.345784313,0.223385578,2.3,"low",0.098795518,0.091304909,0.2,"low",6,7.01253001386744,4
"385bb024876c87e506cc4069d935b508","VEN",0,2,20,"25-34","female","daily","weekly",4,"Omnivore","f50cad2ec56303163e99eee96297e51f",4,4,"ingredients,description",0,0,1,1,0,118.5546216,120.0733837,80,"low",6.421708668,6.560075483,2,"low",2.963865539,3.287779106,3,"medium",0.345784313,0.223385578,6,"medium",0.098795518,0.091304909,1,"medium",6,7.01253001386744,7
"7dc805d8e19a3343db5aa01793ed2991","EGY",0,1,10,"18-24","male","daily","rarely",4,"Carnivore","f50cad2ec56303163e99eee96297e51f",4,3,"image,ingredients",1,0,1,0,0,118.5546216,120.0733837,120,"medium",6.421708668,6.560075483,3,"medium",2.963865539,3.287779106,7,"high",0.345784313,0.223385578,5,"medium",0.098795518,0.091304909,0.5,"medium",6,7.01253001386744,9
